"artist","genre"
"Brianna Dunn","Pop"
"Teresa Garner","Hip-Hop"
"Joshua Poole","Hip-Hop"
"Cheryl Summers","Pop"
"Jonathan Short","Electronic"
"Erica Eaton","Pop"
"Walter Davis","Electronic"
"Cynthia Warren","Folk"
"Bridget Morrison","Pop"
"Patricia Harrington","Jazz"
"Michele Carlson","Classical"
"Timothy Jones","Pop"
"Karen Gonzalez","Electronic"
"Casey Grant","Hip-Hop"
"George Hanson MD","Pop"
"Jon Arnold","Jazz"
"Brian Dennis","Hip-Hop"
"Angel Johnson","Hip-Hop"
"Raymond Carr","Pop"
"Ryan Yoder","Hip-Hop"
"Barbara Mendoza","Hip-Hop"
"Glenn Taylor","Electronic"
"Andrea Stout","Electronic"
"Sarah Pena","Pop"
"Karen Anderson","Hip-Hop"
"Benjamin Morrison","Hip-Hop"
"Jennifer Anderson","Electronic"
"Angel Johnson","Hip-Hop"
"Angel Warren","Pop"
"William Price","Electronic"
"Danielle Chavez","Electronic"
"James Flynn","Hip-Hop"
"Kimberly Villarreal","Electronic"
"Michele Smith","Hip-Hop"
"Courtney Moody","Classical"
"Thomas Ramirez","Pop"
"Angela Hayes","Hip-Hop"
"Oscar May","Pop"
"Stanley Jimenez","Hip-Hop"
"Rebecca Wagner","Jazz"
"Barbara Murray","Hip-Hop"
"Jonathan Dixon","Electronic"
"Stephen Mcguire","Hip-Hop"
"Paige Franco","Electronic"
"Brent Brewer","Pop"
"Justin Mccoy","Hip-Hop"
"Brittany Myers","Hip-Hop"
"Matthew Taylor","Jazz"
"Amy Morgan","Pop"
"Shelly Garcia","Hip-Hop"
"Alyssa Davis","R&B"
"Andrew Dixon","Folk"
"Alicia Valencia","Electronic"
"Kelsey Hudson","Pop"
"Veronica Campbell","Classical"
"Ms. Cheryl Bryan","Pop"
"Collin Stone","Pop"
"Gina Bowman","Folk"
"Gerald Reed","Hip-Hop"
"Tamara Jacobs","Pop"
"Matthew Phillips","Hip-Hop"
"Sandy Williams","Classical"
"Daniel Dawson","Pop"
"Patricia Holden","Pop"
"Elizabeth Finley","Pop"
"Daniel Todd","Hip-Hop"
"Carol Buckley","Jazz"
"Erin Dodson","Electronic"
"Emily Davis","Electronic"
"Thomas Martin","Electronic"
"Kevin Cox","Electronic"
"Kevin Tucker","Electronic"
"Lauren Cline","Classical"
"Richard Phillips","Pop"
"Maria Fisher","Hip-Hop"
"Ronald Thompson","Hip-Hop"
"Cameron Graham","Hip-Hop"
"Antonio Arias","Hip-Hop"
"Jocelyn Smith","Folk"
"Michael Melton","Pop"
"Brenda Lopez","Pop"
"Timothy Bryant","Pop"
"Jill Moore","Electronic"
"Christopher Campbell","Hip-Hop"
"Timothy Clay","Pop"
"Robert Miller","Hip-Hop"
"Jeffery Reeves","Pop"
"Angela Davidson","Electronic"
"Anthony Lewis","Classical"
"Courtney Wall","Hip-Hop"
"Erin Davis","Electronic"
"Justin Dominguez","Electronic"
"April Davenport","Hip-Hop"
"Stephanie Kane","Classical"
"Nathan Carroll","Pop"
"Sara Castro","Classical"
"Danielle Stevens","Electronic"
"Cassandra Goodman","Pop"
"Edward White","Pop"
"Paul Davidson","Classical"
"Jose Ortega","Pop"
"Jessica Poole","Pop"
"James Campbell","Pop"
"Ivan Richardson","Hip-Hop"
"Robert Lewis","Electronic"
"Desiree Ferrell","Electronic"
"Joyce Padilla","Electronic"
"Rebecca Crosby","Pop"
"Angela Lee","Country"
"Keith Gonzalez","Electronic"
"Kimberly Johnson","Electronic"
"Robin Lynch","Electronic"
"Joshua Oconnell","Pop"
"Wayne Scott","Pop"
"Amanda Stevens","Country"
"Eric Hayes","Country"
"Traci Hines","Electronic"
"Amber Gonzales","Hip-Hop"
"Steven Jones","Hip-Hop"
"Leslie Stewart","Hip-Hop"
"Jennifer Williams","Pop"
"Lisa Cooper DVM","Classical"
"William Smith","Electronic"
"Sarah Henry","Classical"
"Tony Banks","Pop"
"Abigail Cherry","Electronic"
"Alicia Hansen","Country"
"Meredith Morris","Hip-Hop"
"Kyle Collins","Hip-Hop"
"Deborah Morris","Pop"
"Shannon Bowman","Jazz"
"Eric Myers","Electronic"
"Susan Allen","Electronic"
"Rachel Craig","Electronic"
"Thomas Terry","Hip-Hop"
"Rita Sanders","Hip-Hop"
"Lori Higgins","Electronic"
"Kevin Young","R&B"
"Melissa Nelson","Pop"
"Rita Benjamin","Electronic"
"Robert Ray","Electronic"
"Tracey Tyler","Electronic"
"Kristina Adams","Jazz"
"Angel Pierce MD","Pop"
"Brenda Newton","Hip-Hop"
"Doris Raymond","Electronic"
"Charles Jackson","Pop"
"Patricia Short","Electronic"
"Frances Bolton","Hip-Hop"
"Ryan Johnson","Reggae"
"Laura Oliver","Electronic"
"Deborah Cain","Pop"
"Steven Ward","Pop"
"Jessica Gray","Hip-Hop"
"Derrick Day","Pop"
"Sharon House","R&B"
"Mr. Martin Dunn","Pop"
"Matthew Lopez","Hip-Hop"
"Brianna Brown","Classical"
"Rhonda Dennis","Hip-Hop"
"Anthony Wilson","Hip-Hop"
"Vincent Rosario","Pop"
"Scott Taylor","Pop"
"Luis Young","Hip-Hop"
"Amy Wilcox","Hip-Hop"
"Nicole Farley","Hip-Hop"
"Sarah Harper","Hip-Hop"
"Adam Smith","Hip-Hop"
"Scott Brooks","Hip-Hop"
"Brandi Franklin","Pop"
"Emma Rodriguez","Country"
"Michelle Ballard","Pop"
"Theresa King","Hip-Hop"
"Edward Hoffman","Pop"
"Sara Jenkins","Hip-Hop"
"Christopher Hall","Hip-Hop"
"Andrea Ramirez","Electronic"
"Anthony Cohen","Country"
"Mr. Ronald Hood","Hip-Hop"
"Ronald Banks","Hip-Hop"
"Robin Anthony","Classical"
"Kenneth Gibbs","Jazz"
"Tony Rivera","Hip-Hop"
"James Salazar","Electronic"
"Kyle Thompson","Electronic"
"Jamie Shaw","Electronic"
"Kendra Martinez","Hip-Hop"
"Jamie Ross","Pop"
"Karen Davis","Folk"
"Valerie Knox","Hip-Hop"
"Peter Blanchard","Country"
"Brian Garcia","Hip-Hop"
"Anthony Brown","Hip-Hop"
"Bruce Mcguire","Pop"
"Emily Compton","Jazz"
"Mary Mcclure","Pop"
"Matthew Carter","Electronic"
"Kristi Brown","Hip-Hop"
"Amanda Alvarado","Hip-Hop"
"Kimberly Nguyen","Pop"
"Joseph Hernandez","Electronic"
"Lori Jones","Hip-Hop"
"Michael Ryan","Classical"
"Andrew Thomas","Folk"
"Timothy Brown","Country"
"Kelly Levy","Country"
"Chris Johnson","Electronic"
"Candace Williamson","Hip-Hop"
"Emily Burke","Pop"
"Cheryl Landry","Pop"
"David Martinez","Electronic"
"Casey Bates","R&B"
"Elizabeth Flores","Pop"
"Brian Gutierrez","Electronic"
"Christina Gregory","Hip-Hop"
"Mr. Clifford Fisher","Electronic"
"Cassandra Cortez","Electronic"
"Corey Fowler","Pop"
"Brian Garner","Jazz"
"Leah Grant","Electronic"
"Stephen Wong","Pop"
"Christian King","Electronic"
"Ashley Hernandez","Electronic"
"Craig Martinez","Hip-Hop"
"Amy Hansen","Hip-Hop"
"Kiara Hernandez","Electronic"
"Ashley Wright","Hip-Hop"
"Mrs. Hailey Thomas","Hip-Hop"
"Steven Juarez","Electronic"
"Gabriela Nelson","Country"
"Gene Sanchez","Electronic"
"Sarah Martinez","Pop"
"David English","Hip-Hop"
"Jesse Snyder","Electronic"
"Rodney Brown","Jazz"
"Robert Neal","Pop"
"Melissa Whitehead","Electronic"
"Bernard Mills","Electronic"
"Kristin Brown","Hip-Hop"
"John Hunter","Country"
"Christian Howard","Electronic"
"Sydney Taylor","Hip-Hop"
"Jason White","Folk"
"Brenda Santos","Pop"
"Stephanie Bates","Hip-Hop"
"Courtney Potter","Hip-Hop"
"Christy Johnson","Hip-Hop"
"Michael Parks","Classical"
"Mary Galloway","Pop"
"Keith Reyes","Classical"
"Joseph Guerrero","Electronic"
"Pamela Matthews","Electronic"
"Eric Sanchez","Electronic"
"Noah Reyes","Electronic"
"Kelsey Quinn","Hip-Hop"
"Jennifer Thompson","Electronic"
"Jasmine Steele","Hip-Hop"
"Kathleen Farrell","Classical"
"Stephen Rodriguez","Electronic"
"Corey Martin","Electronic"
"Larry Walker","Hip-Hop"
"Ashley Bailey","Pop"
"Richard Martin","Classical"
"Paul Jones","Jazz"
"Kathryn Scott","Pop"
"Virginia Hamilton","Hip-Hop"
"Linda Arnold","Pop"
"Jerry Watson","Hip-Hop"
"Kristin Johnson","Hip-Hop"
"Justin Cole","Pop"
"Joseph Frazier","Classical"
"Erica Manning","Pop"
"Kathleen Johnson","Pop"
"Clifford Lindsey","Hip-Hop"
"Sharon Price","Jazz"
"Michael Best","Folk"
"Aimee Bowen","Pop"
"Michelle Morales MD","Classical"
"Ashley Ward","Country"
"Mrs. Melinda Stevens","Pop"
"Michael Sherman","Electronic"
"Sharon Dean","Hip-Hop"
"Joshua Williams","Hip-Hop"
"Larry Larson","Classical"
"Maxwell Ibarra","Pop"
"Kristy Russell","Classical"
"Geoffrey Chan","Hip-Hop"
"Faith Wilson","Folk"
"Mackenzie Elliott","Pop"
"Heather Long DVM","Hip-Hop"
"Stephanie Stephens","Hip-Hop"
"Ryan Drake","Hip-Hop"
"Mrs. Brooke Johnson","Pop"
"Kathryn Maldonado","Jazz"
"Mitchell Braun","Electronic"
"Alexander Davis","Electronic"
"Keith Villarreal","Electronic"
"Andrea Griffin","Electronic"
"Kyle Martin","Electronic"
"Cathy Ochoa","Hip-Hop"
"Sydney Berger","Hip-Hop"
"Michaela Hartman","Hip-Hop"
"Charles Collins","Hip-Hop"
"Joshua Thompson","Folk"
"Jared Owens","Pop"
"Madison White","Pop"
"Alexander Gomez","Hip-Hop"
"April Dixon","Hip-Hop"
"Roy Martin","Hip-Hop"
"Janice Castillo","Electronic"
"Nicole Nelson","Pop"
"Andrea Santos","Pop"
"Alexandra Rodriguez","Hip-Hop"
"Jeffrey Sanchez","Electronic"
"Sharon Garrett","Jazz"
"Bonnie Bennett","Hip-Hop"
"Shawna Wilkerson","Hip-Hop"
"Steven Rollins","Pop"
"Mark Wilson","Electronic"
"Deborah Charles","Pop"
"Cindy Mitchell","Electronic"
"Carl Guerrero","Folk"
"Rebecca Gallegos","Classical"
"Jeffrey Brown","Pop"
"Brian Conner","Electronic"
"Christina Miranda","Electronic"
"Eric Duncan","Electronic"
"Charlotte Howe","Hip-Hop"
"Laura Ortiz","Electronic"
"Nicholas King","Electronic"
"Elizabeth Lloyd","Country"
"Carla Baxter","Folk"
"Philip Wilson","Pop"
"Tammy Ayala","Pop"
"Shirley Hall","Pop"
"Paul Boyd","Folk"
"Jason Sweeney","Pop"
"Julie Horton","Pop"
"Patricia Stephens MD","Hip-Hop"
"Courtney Lee","Pop"
"Joseph Harrell","Pop"
"Katherine Figueroa","Electronic"
"Phillip Thomas","Pop"
"Mr. Joshua Perez","Hip-Hop"
"Beth Ortiz","Pop"
"Dr. Cole Meyer","Hip-Hop"
"Kenneth Olson","Hip-Hop"
"Vanessa Osborne","Pop"
"Victoria Gonzalez","Electronic"
"Rebecca Moore","Pop"
"Brooke Hines","Electronic"
"Danielle King","R&B"
"John Johnson","Electronic"
"Victoria Rivers","Country"
"Carla Hanson","Jazz"
"Sarah Lee","Electronic"
"James Mosley","Hip-Hop"
"Sandra Bennett","Hip-Hop"
"Kimberly Walker","Hip-Hop"
"Glenn Carr","Electronic"
"Jordan Delgado MD","Pop"
"Jay Patel","R&B"
"Emily Osborne","Jazz"
"John Carr","Electronic"
"Tyler Moyer","Folk"
"Laura Cunningham","Hip-Hop"
"Johnathan Reed","Pop"
"Hunter Wagner","Electronic"
"Janice Conner","Electronic"
"Nancy Cantrell","Pop"
"Elizabeth Mullen","Electronic"
"Krystal Hall","Hip-Hop"
"Karl Vega","Folk"
"Courtney Peterson","Electronic"
"Paul Erickson","Electronic"
"Steven Davis","Hip-Hop"
"Ashley Khan","Pop"
"Jose Lopez","Hip-Hop"
"Jermaine Rodriguez","Reggae"
"Mrs. Jenny Lawrence","Hip-Hop"
"Heather Cunningham","Pop"
"Terry Daniel","Electronic"
"Cassandra Banks","Jazz"
"Shannon Nelson","Country"
"Joseph Buckley","Electronic"
"Maria Rosales","Pop"
"Ashley Jacobs","Hip-Hop"
"Luke Stokes","Classical"
"Nicole Richardson","Electronic"
"Thomas Gay","Jazz"
"Eric Mcintyre","Classical"
"Lindsay Sanders","Hip-Hop"
"Katherine Anderson","Pop"
"Nancy Martin","Pop"
"Tammie Hawkins","Pop"
"Samuel Barnes","Jazz"
"Zachary Chavez","Hip-Hop"
"Tammy Hancock","Jazz"
"Lisa Brown","Hip-Hop"
"Laura Moody","Reggae"
"Tammy Juarez","Electronic"
"Katrina Clark","Electronic"
"Matthew Mcdonald","Pop"
"Brett Barnes","Pop"
"David Bass MD","Pop"
"Kelly Ray","Electronic"
"Samuel Stone","Reggae"
"Terri Montes","Pop"
"Dana Bowman","Hip-Hop"
"Sarah Hernandez","Electronic"
"Joseph Valenzuela","Hip-Hop"
"Brian Richmond","Pop"
"Cheryl Summers DVM","Electronic"
"Mary Fischer","Hip-Hop"
"Tammy Morales","Hip-Hop"
"Michael Erickson","Electronic"
"Benjamin Lopez","Hip-Hop"
"James Bradley","Folk"
"Michael Dixon","Folk"
"Shawn Smith","Electronic"
"Michelle Banks","Hip-Hop"
"Dorothy Jackson","Hip-Hop"
"Heidi Blankenship","Jazz"
"Levi Griffin","Electronic"
"Ruth Brady","Pop"
"Victor Riley","Hip-Hop"
"Melinda Gray","Electronic"
"Lori Porter","Electronic"
"Joshua Castro","Pop"
"Tonya Watkins","R&B"
"Austin Jordan","Hip-Hop"
"Sarah Wilson","Jazz"
"Andrew Johnson","Electronic"
"Peter Wade Jr.","Pop"
"Edward Hopkins","Hip-Hop"
"Anthony Long","Hip-Hop"
"Shawn Hendrix","Pop"
"Karen Palmer","Hip-Hop"
"Jessica Bean","Jazz"
"Erin Vargas","Folk"
"Ashley Deleon","Electronic"
"Alyssa Brown","Electronic"
"Amy Bauer","Hip-Hop"
"Jonathan Rodriguez","Pop"
"Jeffery Chapman","Electronic"
"Teresa Evans","Pop"
"Kristen Thompson","Electronic"
"Caroline Melton","Electronic"
"Krista Strickland","Classical"
"Shannon Stein","Electronic"
"Cassidy Johnson","Folk"
"Yvette Rodriguez","Classical"
"Lauren Gutierrez","Classical"
"Kelly Hernandez","Electronic"
"Ashley Booth","Pop"
"Justin Floyd","Pop"
"Richard Wright","Pop"
"Jose Tran","Hip-Hop"
"Jeremy Williams","Pop"
"Elizabeth Thompson","Pop"
"Nicholas Mills DDS","Pop"
"Joshua Obrien","Electronic"
"Derek Cruz","Electronic"
"Greg Thornton","Electronic"
"Dr. Andrea Blackwell","Electronic"
"James Mccall","Hip-Hop"
"George Flores","Pop"
"Jill Brown","Pop"
"Brian Andrews","Pop"
"Christopher Brooks","Pop"
"Christopher Moore","Country"
"Julia Bush","Pop"
"Victor Alvarado","Pop"
"Gina Peterson","Pop"
"Nathan Williams","Hip-Hop"
"Taylor Bennett","Hip-Hop"
"Vicki Brown","Jazz"
"Steve Lyons","Electronic"
"Thomas Krause","Pop"
"Brian Smith","Electronic"
"Steven Booth","Country"
"Roy Green","Folk"
"Barbara Greene","Pop"
"Jesse Wagner","Electronic"
"Andre Mack","Hip-Hop"
"Regina Cisneros","Electronic"
"Erica Benson","Hip-Hop"
"Mr. Andrew Taylor","Pop"
"Crystal Thompson DDS","Jazz"
"Anthony Holloway","Hip-Hop"
"Kevin Rojas","Pop"
"Timothy Elliott","Pop"
"Angel Garcia","Hip-Hop"
"Jane Casey","Pop"
"Tasha Case","Jazz"
"Austin Jones","Hip-Hop"
"Benjamin Bradley","Electronic"
"Jesse Williams","Country"
"Laura Haynes PhD","Electronic"
"Stephen Boone","Hip-Hop"
"Mary Davis","Electronic"
"Shannon Garrett","Reggae"
"Laura Huber","Pop"
"Jon Shaffer","Electronic"
"Reginald Bauer","Electronic"
"Lisa Jennings","Folk"
"Robert Brady","Hip-Hop"
"Sarah Rodriguez","Pop"
"Brian Sanchez","Jazz"
"Mary Edwards","Hip-Hop"
"Donald Salazar","Hip-Hop"
"Rodney Guerra","Folk"
"Heather Burke","Hip-Hop"
"Jeffery Davis","Electronic"
"Joyce Mendez","Folk"
"William Smith","Electronic"
"Brittany Anderson","R&B"
"Megan Woods","Hip-Hop"
"Mr. Brandon Yang","Electronic"
"Elizabeth Bell","Hip-Hop"
"Brenda Porter","Folk"
"Briana Macias","Electronic"
"April Odom","Hip-Hop"
"Jared Mullins","Electronic"
"Mia Barker","Pop"
"Kevin Burns","Hip-Hop"
"Edwin Patel","Classical"
"David Miles","Folk"
"Bradley Morgan","Pop"
"Billy Calderon","Jazz"
"Walter Carrillo","Pop"
"Kevin Powell","Hip-Hop"
"Jennifer Wade","Hip-Hop"
"Holly Cox","Pop"
"Dennis Smith","Hip-Hop"
"Michael Jones","Electronic"
"Dennis Dean","Hip-Hop"
"Andrea Smith","Hip-Hop"
"Jessica Curry","Electronic"
"Anthony Powell","Hip-Hop"
"Antonio Reyes","Hip-Hop"
"Harold Armstrong","Country"
"Antonio Marshall","Hip-Hop"
"Rachel Johns","Hip-Hop"
"Dylan Brandt","Electronic"
"Peggy Mullen","Pop"
"Emily Johnson","Pop"
"David Walker DDS","Electronic"
"John Gilbert","Pop"
"Brent Smith","Hip-Hop"
"David Riddle","Electronic"
"Dr. Rebecca Pearson","Jazz"
"Robert Garcia","Hip-Hop"
"Nicole Young","Electronic"
"Devin Walker","Electronic"
"David Baker","Pop"
"Dr. Michelle Boyd","Electronic"
"Jennifer Graham","Hip-Hop"
"Joshua Hill","Hip-Hop"
"Kelsey Bridges","Electronic"
"Brian Schneider","Reggae"
"Allen Page","Pop"
"James Lee","Hip-Hop"
"Christopher Lester","Electronic"
"Vanessa Dickson","Pop"
"Michael Simmons","Electronic"
"Kevin Alvarez","Electronic"
"Robert Campbell","Hip-Hop"
"Jerry Wilson","Electronic"
"Angelica Richardson","Pop"
"Matthew Knox","Jazz"
"Kevin Johnson","Pop"
"David Smith","Classical"
"Tiffany Torres","Electronic"
"Barbara Calderon","Electronic"
"Kelly Sanford","Pop"
"Amy Anderson","Hip-Hop"
"Stephanie Kelley","Classical"
"John Miller","Hip-Hop"
"Jamie Wilcox","Hip-Hop"
"Angela Wagner","Pop"
"Dakota Fisher","Electronic"
"Joseph Sparks","Classical"
"Mr. Joseph Ramsey","Electronic"
"Gregory Gallagher","Hip-Hop"
"Troy Tran Jr.","Hip-Hop"
"Ryan Palmer","Pop"
"Jamie Harrison","Classical"
"James Richardson","Jazz"
"Marcia Nichols","Electronic"
"Angelica Hunt","Electronic"
"Jason Odonnell","Pop"
"Jordan Williams","Jazz"
"Sierra Hull","Classical"
"Jennifer Chambers","Pop"
"Sarah Lozano","Electronic"
"Rebecca Cummings","Pop"
"Isaac Carter","Hip-Hop"
"Marcus Walker","Pop"
"Franklin Swanson","Electronic"
"Ann Daniels","Pop"
"Valerie Young","Folk"
"Susan White","Folk"
"Lisa Valenzuela","Electronic"
"Courtney Mack","Electronic"
"Kevin Gonzalez","Pop"
"Richard Turner","Pop"
"Zachary Barber","Pop"
"William Pace","Hip-Hop"
"Lisa Tucker","Pop"
"Benjamin Wilson","Hip-Hop"
"Christine Taylor","Electronic"
"John Fletcher","Hip-Hop"
"Anthony Mitchell","Pop"
"Christopher Tucker","Hip-Hop"
"Savannah Moore","Pop"
"Eric Walker","Pop"
"Christopher Mccarthy","Hip-Hop"
"Matthew Hood","Electronic"
"Heather Cook","Hip-Hop"
"Edward Allen","Electronic"
"Kimberly Roberts DDS","Pop"
"Jason Henry","Electronic"
"Dwayne Williams","Pop"
"Andrea Rios","Electronic"
"Emily Webster","Hip-Hop"
"Alan Griffin","Jazz"
"Joanna Simpson","Hip-Hop"
"Diana Wagner","Electronic"
"Samantha Hull","Hip-Hop"
"Darryl Jenkins","Electronic"
"Anne Briggs","Hip-Hop"
"Jeremy Waller","Hip-Hop"
"William Lee","Hip-Hop"
"Charles Hurst","Electronic"
"Susan Davis","R&B"
"Larry Caldwell","Hip-Hop"
"Allison Taylor","Electronic"
"Sarah Lowery","Hip-Hop"
"Victoria Mayo","Pop"
"Sean Frost","Electronic"
"Sarah Garcia","Jazz"
"Joseph Cruz","Pop"
"Erika Bradley","Hip-Hop"
"Shane Sellers","Hip-Hop"
"Samantha Day","Hip-Hop"
"Ashley Riley","Electronic"
"Brian Buckley","Hip-Hop"
"Debbie Paul","Hip-Hop"
"Robert Warren","Pop"
"Gary Matthews","Hip-Hop"
"Alexandra Wilson","Pop"
"Matthew Andrade","Electronic"
"Dr. Steven Carlson","Pop"
"Mary Arroyo","Hip-Hop"
"Kerry Massey","Pop"
"Hannah Mcdonald","Electronic"
"Michael Williams","Jazz"
"Austin Hall","Electronic"
"Lawrence Deleon","Pop"
"Kelly Munoz","Hip-Hop"
"Mr. Troy Barton","Electronic"
"Eric Mayo","Hip-Hop"
"Jason Martinez","Jazz"
"Curtis Weiss","Pop"
"Jacqueline Washington","Electronic"
"Mrs. Ashley Gates","R&B"
"James Avila","Pop"
"Kevin Gonzalez","Jazz"
"Alyssa Gonzales","Hip-Hop"
"Jeremy Turner","Hip-Hop"
"Robert Simmons","Reggae"
"Eddie Cooley","Pop"
"Janet Montgomery","Electronic"
"Amanda Mcdaniel","Electronic"
"Robert Patel","Hip-Hop"
"Marc Phillips","Electronic"
"Paul Castro","Electronic"
"Michelle Valentine","Folk"
"Jason Elliott","Classical"
"Robin Wilson","Electronic"
"Elizabeth Wilson","Pop"
"Brenda Espinoza","Hip-Hop"
"Kimberly Mccoy","Folk"
"Bryan Sanchez","Hip-Hop"
"Ashley Hammond","Electronic"
"Benjamin Matthews","Country"
"Linda Moran","Electronic"
"Mr. Steven Myers","Electronic"
"Catherine Davis","Electronic"
"Paul Turner","Pop"
"Cory Richardson","Pop"
"Gerald Brewer","Hip-Hop"
"Adam Doyle","Hip-Hop"
"Kimberly Pham","Hip-Hop"
"Daniel Ross","Electronic"
"Antonio Wells","Pop"
"Robert Doyle","Jazz"
"Francis Smith","Hip-Hop"
"Angel Hawkins","Pop"
"Candice Johnson","Electronic"
"Mitchell Hooper","Hip-Hop"
"Lynn Saunders","Country"
"Rachel Conrad","Pop"
"Janice Wilkerson","Electronic"
"Gail Sanders","Pop"
"Mary Tate","Electronic"
"Nicole Mcintosh","Hip-Hop"
"Elizabeth Chaney","Hip-Hop"
"Christine Baker","Electronic"
"Kevin Wright","Electronic"
"Kayla Hall","Folk"
"Jason Strickland","Electronic"
"David Brown","Electronic"
"Bill Mason","Hip-Hop"
"Glenn Ponce","Pop"
"Gabrielle Miller","Electronic"
"Brittany Sharp","Electronic"
"Melinda Everett","Electronic"
"Charles Harris","Electronic"
"Amanda Foster","Electronic"
"Wendy Flores","Folk"
"Michael West","Electronic"
"Lisa Miller","Electronic"
"Teresa Holmes","Folk"
"Christy Hernandez","Pop"
"Steven Bryant","Folk"
"Austin Sexton","Pop"
"Bobby Graves","Pop"
"Angela Olson","R&B"
"Leah Buchanan","Pop"
"Corey Rosales","Hip-Hop"
"Eric Thomas","Electronic"
"Dakota Warner","Country"
"Frederick Blankenship","Electronic"
"Clarence Robertson","Pop"
"Micheal Hernandez","Hip-Hop"
"Rebecca Kim","Pop"
"Brenda Lynch","Hip-Hop"
"Richard Coleman","R&B"
"Robert Garrison","Folk"
"Phillip Norris","Classical"
"Jennifer Bryan","R&B"
"Kevin Stone","Electronic"
"Alejandro Zavala","Hip-Hop"
"Wendy Murray","Hip-Hop"
"Lee Alvarez","Electronic"
"Sierra Hebert","Folk"
"James Holmes","Pop"
"Brian Adams","Pop"
"Amy Hunt","R&B"
"Bethany Campbell","Electronic"
"Robert Herrera","Hip-Hop"
"Cindy Peck","Hip-Hop"
"Craig Weiss","Folk"
"Dana Rodriguez","Classical"
"Christopher Roberts","Pop"
"Brent Ayers","Electronic"
"Eugene Berry","Jazz"
"Leslie Washington","Folk"
"Michael Holden","Pop"
"Diana Coleman","Folk"
"Mike Brooks","Hip-Hop"
"Mary Kim","Pop"
"John Williams","Electronic"
"Tara Johnson","Hip-Hop"
"Victoria Miller","Classical"
"Karen Diaz","Pop"
"Aaron Strickland","Jazz"
"David Ramirez","Jazz"
"Heather Mcintyre","Electronic"
"Renee Santos","Pop"
"Anthony Ball","Electronic"
"Robert Mason","Electronic"
"Anna Gardner","Hip-Hop"
"Kenneth Goodman","Electronic"
"Kevin Carlson","Folk"
"Brandy Dunlap","Hip-Hop"
"Robert Vazquez","Folk"
"Connor Foley","Jazz"
"Rodney Nolan","Hip-Hop"
"Alexis Solis","Jazz"
"Wendy Parker","Pop"
"Marissa Gordon","Hip-Hop"
"David Johnson","Pop"
"Robert Lin","Pop"
